Text,Star,NEW_COLUMN
Great App Very useful,5,0
"Update aaguttilla,,,not updating",2,2
It's best But I can't download the update,4,2
Great,5,0
خوبه,3,0
"Game 🎯🎮🎮🎯🎯🎮🎮🎯🎯🎮🎮🎮 ,🎯🎯🎯🎯🎯🎯🎯🎮🎯💔💔📌📌📌📌📌",5,0
Update not download,1,2
keep freezing,5,0
Successfully updated after many times of failed (must be update in background!!),4,2
Ggf,5,0
good,4,1
Hackers destroyed good experience.,2,1
Call with on screen,4,0
how to make an amazing time in the world to use this one for a f about the same size,2,0
Awesome,5,0
It's not updating,1,2
The best browser,5,0
letgodjudgeme,1,0
I cant update my chrome,1,2
Fjato to,3,0
Amazing,5,0
Good,1,1
These last two updates are crashing Twitter (web version) on Android constantly. I'm not running any extensions except Chrome's own data saver.,1,2
Super duper,5,0
Google you need to fix chrome it's giving me 90s vibes the way it's so slow and it keeps crashing I have to uninstall then reinstall to fix it. What's up?!,1,0
i am still unable to update this app . . .,2,2
👍,5,0
I really disappointed with chrome form last 1 month becoz it is not working good I want to new searcher have any idea any body then give me,1,1
Great experience. Love it,4,0
Nice app i like this app,1,0
Why does it make my navigation bar looks gray I can't even watch videos because that thing keeps bothering me after I updated chrome new version...please make my navigation bar black again.,1,2
Best....,5,0
"RW""frffxddrrfrer to e ews r eeder e mail from your tttt",1,0
Awesome,5,0
Unable to update the app via play store.,1,2
Good,5,1
Ritendra,5,0
Not going to update from last 1month check this problem first,1,2
This app is not getting update,5,2
"Very fast and useful. Educational, shopping, games and more...",5,0
Good💯,5,1
Not updating,1,2
Waste. It keeps crashing,1,0
👌 OK good,3,1
Lovely,5,0
good,5,1
Just awesome,5,0
We can't update it,4,2
Thank you,5,0
"I love chrome , chrome is life and chrome is bae.❤️",5,0
Nice,2,0
Some problem in the app those a issue in start time and video to see time l'll 🤔 Know my sim problem but wrong why l known has new SIM but some thin see them so please solve this problem because l think l well delete,2,0
Nice,5,0
"Google chrome sucks. All of my settings are inoperable, unmanageable and reflect the opposite despite my wishes, sync, or available options. I'M NOT MANAGED I'M NOT ON A POLICY, BUT IT ACTS AS IT IS WITHOUT CONFIRMATION OR DENYING.. FML PLEASE MAKE IT STOP",1,0
I like it its fast,5,0
Ok,5,0
John zakaria,1,0
Can't able to update from so long. Always getting error while update. App become slow,2,2
❤❤❤❤❤,5,0
Lalbabu,5,0
Good,3,1
The app refuses to update. When I try to force update it cancels the update. If I need to start using another browser I will but hopefully this gets fixed soon.,1,2
Nice app 👍😁,5,0
Bad,5,0
The go-to for everything. 👍👍,5,0
saju,5,0
"Tu,,,u,,,z, .nik",4,0
Has been showing signs of being infected and popping other websites when opened like it's been hacked,2,0
Very good app Thank you,5,1
"Very fast and versatile browser. Much less control over security features. If Chrome were more secure, it would be the top browser.",3,0
The chrome is not working properly,1,0
nice,5,0
Good app,5,1
It has a virus on it and now it has the virus on my phone. Hopefully this will be fixed fast.,1,0
Nice,5,0
Good,5,1
Woudnt show password when creating Log in i screwed up and the app Wouldnt let me in or change password So i guess i dont need this app very Inconvenient.,1,0
Why can't I update this anymore?,1,2
Chrome is trash now.,1,0
"great,and thank yo",4,0
Best app,4,0
Nice work,5,0
Good one!,4,1
Good apps,5,1
Good,4,1
Good but updating problem,2,1
Good,4,1
Gd,5,0
MD.IQBAL OMAN,5,0
Wow,5,0
Y V,5,0
Can't update app. Ever.,1,2
"It will not allow me to update it, and it is going very slow. I dont know what is wrong but google you need to fix it",1,2
Great time,5,0
Loved it ❤️❤️❤️,5,0
Good One,5,1
superrrr,5,0
It is very very good,5,1
It is good,5,1
Thank you for the update i really really love this app,5,2
Excellent,5,0
Good job man 💓👍,5,1
Nic,1,0
Not bad,1,0
chrome is good sometimes the download speed is slow and it stops,3,1
It won't allow me to update. I've tried for weeks.,2,2
Crashes,1,0
Ok,4,0
Superb,4,0
Nice no Download low,5,0
Good Privacy Monitor. I Love it.,5,1
Good,5,1
Mian. Ahsan,5,0
Why Don't Update long time,1,2
Very good,4,1
Good,5,1
I hate that my every move is tracked.,1,0
Very bad service,1,0
"I loved Chrome and used it for everything. Around the 19th of January, Chrome stopped working for me. When I tap the app it opens but doesn't load the home screen. Just a blank screen. I've had to download a different browser but I still prefer Chrome. I just want them to fix it.",3,2
Not updates,1,2
It's too hard to update,4,2
mst,5,0
Nice,4,0
Exilat app,5,0
عالی,5,0
😊,5,0
Update not working,1,2
Good,5,1
Nice,3,0
Update pablum solf is pablum,4,2
Cool,5,0
Good,5,1
Nice app,4,0
This is a super app,5,0
A lot of our news covered...,4,0
Osm,5,0
Hh,5,0
I want to update my chrome but when I am try to update my chrome it's not happening.. let me know what problem in this..,3,2
Nice...🙂🙂🙂 Now it works properly and updated from Google PlayStore. I cleared cache memory of PlayStore Then Chrome and Android System Web View get easily updated from Google PlayStore as same as other apps.,5,2
This website is hacked,1,0
Good,5,1
Trying to get chrome on my computer as my browser?,5,0
Love this update,5,2
Not at all private!!,2,0
Best,5,0
Good,5,1
Fire the guy who came up with tab groups,1,0
Won't update on new phones . Galaxy surplus,1,2
Nice apk,5,0
Why r there updates every now n then,3,2
Not update,1,2
V6cm,4,0
Nice,5,0
Nice aap,5,0
Love iT A LITTLE,5,0
Why i can't update on my phone,1,2
Good,5,1
Le me il do l to ffk it bg,4,0
Researchers,5,0
"New ""tab in group"" feature is frustrating, requiring more time/presses to navigate tabs",1,0
not download,1,0
M.facebook,1,0
Xxx video dikhaana band kro baki sab thik h,5,0
Can't update 😕,1,2
The most i have learnt. Which is helpful during these times and digital changes to keeping upto date,5,0
I Just LOVE Google Crome 😘❤,5,0
Doesn't upload,1,0
B Nice,5,0
I can't update. Why?,1,2
Nice really happy in chrome app,5,0
The new TAB views are terrible and so complicated. Bring back the old easy tab views. I keep accidentally closing my tabs and it is frustrating.,2,0
Excellent!,5,0
Everything you need is in here,5,0
Excellent,5,0
Best but some necessary features are lacking,4,0
I can't update the app!,1,2
Good,5,1
New update lags too much tabs aren't responding quickly every user complains the sam issue.,1,2
This is best browser but please add vpn option in this app. We can get desktop site on our android or ios platforms. This app is best and mostly needed for daily use. We can download any files with excellent speed.. thanks for making such apps. #Love_from_India 🇮🇳🇮🇳🇮🇳,3,0
Iol,3,0
"Terrible tab update - they group tabs rather than let you flick up or down, it's really unfriendly and impossible to navigate",1,2
"Updated!!! after clear the storage from Google play store and services. Chrome feel me fast, secure and reliable.😎",5,2
Brilliant app's,5,0
New UI is rubbish,1,0
Good,5,1
My chrome not updated.. please help me,5,2
Google,5,0
Enjoy this more then any of the other internets.,5,0
I can't download it Though I have tried too much times Why ????,2,0
Good,4,1
Excellent,5,0
Goooooooood,5,0
The new tab function is amazing. But I'd like to be able to name my tabs that would be sooo handy. Thanks.,5,0
Great love it,5,0
Nice,5,0
Not bad only xxx video farst pron star farst 🖕🖕,4,0
Good,5,1
Good,5,1
Akash Diwakar9725,5,0
Just updated🤩🤩🤩,5,2
NYC,5,0
Nice,5,0
Super,4,0
Unable to update,5,2
This new update looks horrible!,1,2
"Please bring back the scrollable tabs because it was an easy and quick way to choose a tab no matter if there were 5 or 50. Also, please make life unbearable for all the idiots who decided to change it. Thank you",1,0
Wow. Super,4,0
Excellence wonderful,5,0
Its not updating,1,2
"Not able to update chrome on my poco f1, every time i try to clik on update, it doesn't not start downloading. I am on stable version 85.",3,2
Please let us have the option of sorting our tabs the old way.,5,0
Amazing👍,5,0
Good,4,1
Pakistan,5,0
Dos data all reconnectALT.f 05,5,0
Love chrome,5,0
Ok,2,0
Fast and convinient,5,0
Accurate hai,1,0
[Jan 28.21 still won't update] Unable to update since November 2020; starts to download then does nothing.,1,2
Nice,5,0
I just,5,0
Unable to update,1,2
Good apps,5,1
Nice tabs UI improvement.,5,0
Cant open my mail.. my email disappeared and I lost...don't have anymore access to my messages..don't know how it happened..how can I retrieve my original email and Lord messages..????,2,0
Nice,1,0
Chrome is being trash It doesn't update It crashes,1,2
I used to love it until ... It's hanging up and also crashing in incognito mode. Also I'm unable to update from play store :(,2,2
Nice,5,0
Good,4,1
ok,2,0
What the hell have you done with tabs? Please undo it. Time to switch to firefox!,1,0
i am not able to update my crome app because evertime when click to update it's failed why this kind of problem happening with this app ???,1,2
New tab layout is terrible. Makes it a lot harder to switch between tabs. Not going to be using chrome anymore for my browser. Chrome is garbage now.,1,0
COOL,5,0
CAN'T UPDATE 😡🤬😡🤬😡🤬,1,2
"Don't like the grouped tabs, it is now just awkward to use. No way to turn this feature off so I will have to move away from chrome takes way too long switching between tabs. At the very least needs to be an option to switch off grouping.",1,0
Piro piler,1,0
Soree,5,0
"When i click on update button, its refuses to update!",1,2
Latest update is awesome! Ability to sort/group tabs and view more tabs faster than previous.,5,2
My password is never right.,1,0
Google went down,1,0
Smart,5,0
I like it,5,0
Nice,5,0
I couldn't update resent update I don't know please help me for that,1,2
It's awesome,5,0
I cant update my google chrome ..,3,2
The new upgrades !!!,4,0
Lol Lol,2,0
Good performance,4,1
Good,5,1
Not able to update,1,2
Good,5,1
Exact same thing. It's not updating.,3,2
"Pathetic! Keep asking for update but when i put in update, it is not getting update",1,2
This app refuses to update. It hasn't since I bought my phone 2 months ago.,1,2
Nice,5,0
Good,5,1
My chrome update problem,5,2
Excellent,5,0
I'm trying to update it but it won't let me and I can't use Chrome because it won't let me do anything,1,2
V good hjg,5,1
It good,5,1
can't update,1,2
Amazing!!!,5,0
Good,5,1
Unable to update keep on crashing while updating.,1,2
Not getting updating on android phone via play store.,1,2
Good,4,1
Good,5,1
When I up-to-date the app I am unable to up-to-date.,3,0
Monu Cool thanks for sharing your story about it and let me call you too kuti me a call if you have a chance,5,0
Google steals data and now is starting to become the enemy of the County by manipulate data to benefit China and other countries that align against the US. Brave and other secure browsers are better.,1,0
"The app is not getting updated, I'm furious",1,2
it sucka,1,0
Updating issue Unable to update,1,2
vino no updates no updates working,1,2
"My chrome app not able to update, so longer my chrome app not to work, easily links are returned, how to solve this issue",3,2
Great,4,0
Will replace 5 stars when you finally fix update issues. I can't update my new phone or even my old one.,2,2
excellent,5,0
L'application est a jour mais ne veut pas fonctionner correctement,1,0
V good,5,1
Reality good,5,1
Even zz axGZ5,4,0
Good,5,1
stop asking me to update if you won't let me update **** faces,1,2
Awsm 👌,4,0
Good,5,1
Nice,5,0
Update is not happening,1,2
What the hell is with the new Group feature? It's annoying and cannot be disabled!,1,0
Aways available and informative.,5,0
Can't update😡,1,2
👍👍🏻nice👍🏼👍🏽app👍🏾👍🏿,5,0
Not a fan of the new tabs. Change it back please. I don't like the way I have to go though my open tabs,2,0
Iam try to do update everytime but its not possible plz solve it,1,2
Nice application,4,0
"Why i can't update this app?? please someone,answer me...",1,2
Nice,5,0
"The app always request me to update it...but when I try to update it doesn't update as normal as other applications,please try to solve this issue.",1,2
Nice,5,0
Superb,5,0
Good,4,1
Fgh,1,0
It does not wants to update,1,2
Xxx,4,0
Always love google chrome Been using it for a long time all of the chrome apps Are great I'll never change it,5,0
Super,5,0
Useful,5,0
I can't update my chrome. what is the issue any one tell me pls. Iam using samsung mobile,3,2
I hate the new update,1,2
A hacking parathola of goodness. I don't even know much about computers... something is not quite right. I'm not crazy for imagining it. What's crazy is the ones not fixing it. I don't believe I'm imagining it. I can know nothing about computers and imagine a problem you guys probably already know about. LATE.,1,1
Fix this thing or take it to the junkyard!,1,0
Very Heavyweight and battery draining app taking 3.2 GB space. Also this app cannot be moved to the SD card so that some space could have been saved from the phone memory.,1,0
😋,3,0
nice,4,0
It's good t's good,5,1
This is good app but too much bad porn ads coming y they're coming so many another application plz stop the ads,1,1
"Constantly asking for an update, but there is none.",2,2
Good,4,1
looking fll bep lpp no,3,0
Unable to update this app now 😡,1,2
توپ توپ,5,0
It show all the infomation you want but cost many data,3,0
Slow for some reason????????? Google whats up guys anf gals,4,0
This is nice!,5,0
"No privacy. Use Brave, Firefox or DuckDuckGo instead.",1,0
Good,5,1
"I am unable to update application. It continuously showing but not getting updated, even i have enabled auto update",4,2
Cannot update,1,2
No xxx,5,0
Keeps shutting down for no reason,1,0
Good,5,1
حلو اوي,5,0
Nice,5,0
Good,5,1
"Very Good browser with fast browsing speed, user friendly and no add",5,1
Good apps,5,1
A very fast app.i like it,5,0
Useful,5,0
My experience very nicely,5,0
Like this,5,0
Can't update,1,2
Good,5,1
Good to use 🤞,5,1
Nope great app,3,0
Good,5,1
"Been trying to update this fir a month now, but it isn't successful.",1,2
SN,2,0
Good just haven't been able to update 😕,5,1
Wonderful app...,5,0
Jlmi,5,0
Supperb,5,0
"Have used this app many times. Wonderful app even on my old device. Now on a new device and it says there is an update ready and every time I press update, it will start for a couple seconds saying its pending, and then stop abruptly still saying an update is required. Please fix this!",3,2
Fine,4,0
Not able to update app,1,2
Good,4,1
Love it,5,0
Not updating even after trying update so many times,1,2
I can not update Google Chrome please help me to solve this issue,1,2
"This is my favourite internet browser but new group tabs option, which is impossible to turn off is plain stupid and annoying, please remove it",1,0
"I amazing happy with your service। thanks To all Myself ,booss good blessed to all,",3,1
One more thing I wanna download play store app here,5,0
"Horrible New Tab layout. WHY is this among the new update, and how do I go back to the preupdate version?",1,2
ดี,5,0
V.Nice work by google chrome,5,0
Won't update,1,2
Good,5,1
"The new tabs feature is very confusing and shouldn't have been added. Also, I hate the new square looking tabs.",3,0
Great apo,5,0
Mast Hai,5,0
Won't update,1,2
Ok,5,0
Nice app,2,0
Super,5,0
Org,5,0
Fine app,5,0
good bt can't be updated,5,1
Nice one,4,0
عالیه,5,0
Not updat,1,2
"Won't update, period.....",1,2
Helping,5,0
Nice,5,0
Very good👍,5,1
Good,3,1
"nice,✨",1,0
It's so bad. Just keeps crashing,1,0
"Dear developer ..... I can't update Google chrome.....so, I think you must be solve this issue as soon as possible...",1,2
"This app is great very fast in browsing sites, downloading and soon",5,0
Good,3,1
Love it,5,0
Yo slow,1,0
Good,5,1
Good,2,1
The mobile bookmarks are confusing for me. I am used to the old default bookmarks,5,0
great,5,0
Unable to update,1,2
Ita good app,5,1
👎,1,0
Very helpful,5,0
Uuu,5,0
Good appp,5,1
Good,5,1
app keeps crashing and i cant update it. going to look for a better browser,1,2
Great app,5,0
"I really hate the new tabs appearance and tab grouping. Either don't do anything to the old tabs or just make it so we can choose how we want our tabs displayes. All in all, the new update is awful",1,2
G I,5,0
DONT HAVE THIS APP ON MY CELL WOULD LIKE TOO,5,0
Good,5,1
Nice Aap,5,0
"Aibo im robbed, who ever is making updates is robing me. I've been trying to update the app but guess what... The 1st time it stoped at 98% downloading and started again, then when it reached 100% it continued to download . aibo my data you people ahh man no. I love this app dont make me switch.",1,2
Gps good work,5,1
"মোঃ রাছেল মিয়া কাহালগাঁও বাজার,ফুলবাড়ীয়া,ময়মনসিংহ",5,0
Good,5,1
Cool,3,0
Good,5,1
I'm having trouble updating this app the update button is just not working..still no reply from google.,1,2
great features,5,0
I like this app,5,0
Update not available,1,2
Lnd,1,0
Very nice,5,0
Won't download.,1,0
Ok,5,0
Nice,5,0
I want to grow my account,5,0
Jl,5,0
Dops dops,5,0
Not able to update. Please check and advice on it. Even still the same pleoblem is going on.,1,2
Slow and often doesnt load.,1,0
Good,5,1
U u assured a b. I,4,0
Awesome app for google,5,0
Will not update and keeps freezing my phone up. Someone messed up big time.,1,2
excellent app,5,0
Ok,5,0
"The app won't update at all, neither from the browser or from the play store. I tried to remedy by uninstal but that's just given an even older, more vunerable browser, that just won't update. Or it's a new retro feature, Ive not heard about yet?",3,2
Trash bad UI after update,1,2
Good,5,1
New update forces tab groups. Even after disabling them they turn back on. I'm perfectly capable or making my own damn tab decisions I don't need y'all doing it for me.,1,2
Best,5,0
I'm not be able to update my crome browser when there is already showing for update. Every times I want to update it's just crashed,1,2
Thanks you for yourself 🥰💯💛💐🌇🌅🏜️🌤️🌩️💫🌃🌌🌆,5,0
Who thought this new way of displaying open tabs was a good idea? It's just terrible. Please go back to the way it was!,2,1
My phons is hacked,1,0
Fast and secure,5,0
Awful,1,0
Didn't help at all. It's too complicated and doesn't work well for me. Uninstalled it as used too much space for nothing,1,0
Not updating stuck at 99%.,1,2
Very good,5,1
Good,1,1
Good,5,1
👍,3,0
Good app,3,1
Very nice app,5,0
Nicer,5,0
Wow it's really good,5,1
Great app loved it.....,5,0
Ft,5,0
Fine,3,0
I am not able to update chrome,1,2
Legit,5,0
I am unable to update Chrome,1,2
To good,5,1
Good,5,1
It was not updating piz can help me,5,2
Good,5,1
Bas shi h,5,0
Whats going on??? Have had trouble since 2020 and its now 2021 and the app will not update does anybody care!!!!,1,2
Good,5,1
Jabardast browser,5,0
What the hell is this new update? Completely ruined the app entirely. Fix your stuff. Feels significantly slower than it did than ever before.,1,2
I can't update this application 😡😡😡😡😡😡😡😡,1,2
"Always shows updated... Update. ..... How many times we will update in a week. Even if we press update it's not updated immediately....it will take more time...,......,........................",1,2
Why am I unable to update?,1,2
Good,5,1
Shiva,5,0
I m unable to update the app,3,2
Bad,1,0
Helpful,5,0
Its helpful apps,5,0
Will not update and neither will web view,1,2
Good,5,1
GOOD,5,1
Not updating.... Worst day by day,1,2
LOVE ME PLS M POSITIVE MIND NOT DIRTY BELIEVE ME,5,0
Osm,5,0
Excellent,1,0
I update but nothing happens.,1,2
Nice app,5,0
Cannot open anything with Google,1,0
ananIn amina.soba.borusu.girsin.exe,1,0
Automatically got close when try to search from google chrome do some this regards.,1,0
Good.,5,1
It's a great app I,4,0
My job is to tell you want to do. you guys work for me. but! we can work together as team you tell me your ideals. put them together work them out. let's sent our google first before we do bussinse to others company's. politises I really don't wanna deal with my google. Workplace new webpage like Facebook. google is to anwser people Questions.,3,0
bad tabs,1,0
Waiting on fast havent seen secure yet,4,0
Is a good app that we need to use,4,1
I don't like the new tabs I liked the way it was before. Google is always fixing things that aren't broken just learn too leave well enough alone.,1,0
I am not updating any more because the update were not installing on my mobile.,1,2
Works as it should now.,5,0
Good,5,1
Its so slow and thats not good,3,1
Good,5,1
Flags to update but doesn't,1,2
"What happened to merging the tabs, I can't do that anymore why not?",2,0
😜😜😜😝😝😝😝😃😃😃😊😊😊😊😉😆😆😆😀😀😀😃😃😄😄😊😊😊😋😋😋🙂🤗☺😇😇😇,5,0
Best app,5,0
"hangs too much , will crash often and wont update even if the update is available",2,2
Dudes that love taken advantage of women an there phones n accounts,5,0
ok,5,0
Great 👍 👌,5,0
😍😍😍i like it,5,0
Nice,5,0
Basic baseline web browser.,3,0
Dear all this is Best app for android phones i like it this app 👌,5,0
So good,3,1
Fine,5,0
"Pls make it full available in full dark mode, and sometimes it doesn't work and lags moreover when after updating the app, it becomes highly unstable for few hrs which is extremely aggravating. Pls fix it",1,2
Awesome,1,0
"I love the service and your highly protective and to let's you know how your stuff are going, so does updating me of everything thats i needed resolved with you.",5,2
100% efficient.,5,0
Very bad,1,0
Thank you for service ♥️♥️❣️😘,5,0
Thank you Google as always one step Ahead.,5,0
keeps crashing today wack another full day of crashing,1,0
Boss good morning please,5,1
It is fast.i also like the offline game,5,0
Soo easy to learn about it and to use congrats,5,0
Suppr app,5,0
My mobile Google chrome didn't update in play store,1,2
Superb App,5,0
Jikd,3,0
Good app,5,1
Not responsible worst working now itself from 19,1,0
I'm not able to update any chrome updates in redmi mobiles. Is this only for me or everyone?,1,2
Its not updating and this problem arises from long time.,1,2
☺️,4,0
Simple.effective. like it.,5,0
Good,5,1
#_I_prefer_to_use_CromeBrowser_in_spite_of_having_many_pre_installed_browser_on_my_device. But nowadays I have a problem It's not updating on my device. I tried every information regarding updation of chrom from Google and youtube but none of them worked. Now I m asking you..How to update chrome browser,4,2
OO,5,0
Good,5,1
Update Aavanilla meire,1,2
Thi is not good,1,1
Good work.. 👏👏👌👌👌,5,1
App is not getting updated Other wise its all good,4,2
I like it most,5,0
Can't update,1,2
All good,5,1
Only request just add AD& POP-UPS BLOCKER...,2,0
Not updated my app google help me,1,2
Not update in my Phone,1,2
Very nice,5,0
Very good,4,1
Very good app,5,1
Brand new phone. Chrome is refusing to update .,1,2
عالی معرکه,5,0
joss app🥰,5,0
How to get chrome uninstall,1,0
I was confused the this app help me,5,0
Looks good,5,1
Great browser!,5,0
Much better,4,0
Chrome not updating since many months,1,2
Can't update app,4,2
Forcibly installed without wish..,1,0
Good,5,1
U are doing well,5,0
Very fast and secure browser,5,0
Mine want update keeps saying pending,2,2
Sawwa,5,0
Can't be updated 🥺,1,2
Update is uncomfortable. 👎🏻 Improve it ASAP.,2,2
I keep tapping update and it won't update,1,2
.,5,0
Recently i update i cant use this app again...,1,2
"Every update getting worse,the globe always rounding all time",1,2
"Still can't update, really sucks for now",1,2
Great ❤️❤️❤️❤️❤️❤️,5,0
its so fuccing helpful,1,0
Very nice,5,0
Too much ad,1,0
Sex,5,0
keep my pc fast and secure thats all and great app,5,0
My Chrome not updating why,1,2
Good,5,1
Great app,5,0
Super,3,0
Mohammad Irfan,5,0
Ok,3,0
Good,5,1
It Is a very good browser but yhe fact is they should me more stable and should go for network speed optimization.,4,1
Ucch gf hi,5,0
Good,4,1
It is taking a hour and half and it is pending download. How long does it take to download? A week ?,1,0
Dark mode of google chrome is still not satisfsctory as it doesn't apply to web pages😌😌😌,4,0
It doesnt let me download the update,1,2
Wonderful app easy to use great speed,5,0
Good,5,1
Good,1,1
Good,5,1
Nice app i give 5 start,5,0
Super,5,0
Good luck with,1,1
Great experience,4,0
Cool app,5,0
Nice,5,0
Ashish dvrma,1,0
Oku,5,0
👌,5,0
awesome site engine and have so many features which are use in our daily life .,4,0
Nc,5,0
Very nice application for browsing....,5,0
Very awesome👍,4,0
Update,1,2
Baja,5,0
Yyy,3,0
1 questions_Updating problem pls remove Answer+ removed thanks Google,1,2
Update issue,1,2
Nice,4,0
craps,1,0
Bad ...,1,0
Very nice aap,4,0
Good,5,1
BEWARE: THIS IS A HUGE SELLOUT 4 EVERYONE W/ATT/CNN/MSNBC/ MICROSOFT/CCP/DEMO-RATS/STUPID OLD RHINOS & MUCH MORE SINCE THEY'RE PUSH THE AD'S THAT I'VE EVER SEEN IN MY LIFE FROM THE START OF THE FIRST 💯% PUSHIN THEY'RE NARRATIVES CNN BS DOWN OUR THROATS & AD'S THAT I'VE EVER SEEN N MY LIFE FROM FIRST CELL PHONE COMPANY 2 THESE SELLOUTS OF ATT THAN I'VE NEVER HAD THIS PROBLEM W/EITHER ONE OF THEIR MUCH BETTER COMPETITION OF VERIZON OR SPRINT MOBILE! STOP SELLIN US OUT ASAP ATT I'LL GO! #WWG1WGA,1,0
Great exsperiance,5,0
Good,5,1
Best app,5,0
Needs To Have A Stronger Ad Blocker,5,0
Cant update!!,1,2
Super,4,0
"Since I updated my app it became worse..... It doesn't open, it's always blank! I can't browse anything, my phone gets hooked and I have to lock and unlock my phone to actually get my phone to work",1,2
Excellent app,5,0
Don't like to use chrome,1,0
Gud services,5,0
I can't update the app Tried 15 times and i got frustrated please fix this,1,2
Good,5,1
Top 1 number 1 browser,5,0
I cannot update it,1,2
"Doesn't update, vulnerable to cyber flaws, poor security, transfer your history, exposes your searches to hackers, essentially every internet search engine is vulnerable, likely a religious group. Even though the search is secure, if people don't like you, or what you are viewing online, hackers essentially just break the law and think they can black mail a person or businesses, identify theft happens, due to hackers. I would suggest checking to make sure dish networks are secure.",1,2
Not able to update the app,1,2
Love you🍁🍁🍁🍁🍁,5,0
Why won't this table download anything.can it be fix please.,4,0
Nice app,5,0
It is not working and this time long time never updated. and chrome is work,3,2
Every update is getting stuck in playstore not able to update,1,2
Unable to update google chrome. Whenever new update comes in my play store .dont know why???,1,2
Excellent App & Good service 👍,5,1
Good,5,1
Good,5,1
Good,5,1
nice,5,0
It didn't update,1,2
Iffy,3,0
Update,5,2
Nice,5,0
Very very nice,5,0
Not updating,1,2
Good,5,1
Nice app,5,0
Excellent!,5,0
No updated to new version always error,3,2
Ok,4,0
Not been able to update..,1,2
"Other than the fact that it doesn't actually show you answer to your google search, it's OK? 🚶and thank you all for your review, i wouldn't have been able cancel the update i was doing at this time...and apologies to all those who fell for the update scam 😷😷😷",5,2
can someone say a better browser cuz this last update was terrible ruin the whole experience we had for years with this app its simply useless,1,2
Xxx,5,0
"I really really REALLY hate the way you guys changed the tabs, I absolutely hate the grouping and it was *SO* much better before. It just makes it so much harder to navigate and open new tabs, why can't you guys ever just leave a good thing alone? I don't mean to sound rude but this has happened before and I hated it just as much then.",2,1
New versions is very bad,1,0
ดีมาก,5,0
Nice,5,0
This update for Google Chrome doesn't work. How can we clear this supposed update from the cell phone?,1,2
Wow,4,0
Excellent,5,0
Give options to disable or customise group tabs. Very annoying to use chrome with grouped tabs,1,0
Okay,5,0
Nice application,5,0
👍,5,0
R a bit more about our services in future as a service that is easier,3,0
"Worst update to date. Thus box view of my tabs is atrocious, and the spam is unbelievable please do something about it this company can't be all about money. Is it?",1,2
Nice one,5,0
Excellent,5,0
excellent Ok,5,0
Does anyone like the new tabs system? Cuz I hate it.,3,0
Hood for your help,5,0
Not updating.,3,2
so good web.,4,1
So very nice super,5,0
Please update my Chrome,5,2
It sends a horoscope app to my phone that I never asked for and never wanted. I cant get it off.,1,0
Awesome,5,0
Its always reloading the site im always repeat to type the code for my game because of reloading the site and the verification repeat too augh,1,0
Everything will be less to say about chrome. Just have to dive into the world of chrome.. love it..,5,0
Great!!,5,0
Slow,4,0
Not that appealing,2,0
Love ❤️ it,5,0
Perfect,5,0
"Fast & Secure & Ureliable After another update it wiped all its data. History, bookmarks settings - gone. Unrecoverable. Yeah, FU too.",1,2
Uhhhm yeah Fffdddd,5,0
🤭,4,0
"I am getting ""pending"" status again and again .very frastating.",2,0
Nc apps,5,0
It's good but can't stand that this won't update 😒,2,1
Its good and all but I cant seem to update the app even though the internet is speed and with updated tablet.,3,2
Good,5,1
I can't update my Google Chrome.,1,2
Super,5,0
🤙,1,0
best,3,0
Just not work,1,0
قبلنا خوب بود ولی الان نه!!!,2,0
West,5,0
This update is NOT an improvement! FIX IT NOW!!!!,1,2
Wonderful always the best,5,0
"Remove the option of ""Close all tabs"" from the menu.. or atleast move it some place where I can't accidentally click it.",1,0
Nice app,5,0
Iam having a Hard time updating this app.,5,2
Google Chrome is great don't think we can still function in this modern world without it,4,0
Good,5,1
Good,5,1
Great platform..... Apps that work seemlessly!!,4,0
New layout is not convenient at all. Previous version was much better.,2,0
Ssess,4,0
Best,5,0
Ys,5,0
Yaa,2,0
Wow,5,0
Good,2,1
I hate the new tabs!,1,0
Good,5,1
Why I couldn't able to update new version of chrome in android 10,2,2
Vvv,5,0
Good service,5,1
Not opening,1,0
Instagram followers badva do Sohan pandat 80 I'd 0,5,0
"Like a lot of others the latest update is shockingly bad. When I click on the webpage number instead of seeing old browser pages cascaded on top of one another I now get a list which is indistinguishable from the browser history view. This is dull, unimaginative and decidedly unhelpful. Time for something new perhaps where the UI and UX are given priority rather than treated as an after thought.",2,2
Not getting opened sometimes,2,0
You are great buh jux keep it up cuz repetition is the mother of all perfection.,4,0
Mst,5,0
8mins to,4,0
Nice chrome,5,0
Super,5,0
Nice,5,0
Do not refresh,1,0
Super,5,0
"Tab grouping is dumb (my opinion) It can be turned off. Open browser, type chrome://flags Search ""tab groups"" Disable the group tabs options. I think there are 3 to disable. And back to happy. 👍",5,0
I love it,5,0
Wont update,1,2
Nice,5,0
Can't update Any ideas please,1,2
Its very good,5,1
Good,5,1
Nice,5,0
I cant even update its not allow me to update,1,2
Trying to download this for half hour,1,0
I'm not able to update to the latest version don't know why my phone is based on android 10 and all other updates have been done but this chrome isn't getting updated,4,2
Nice aplication,5,0
Yes good one,5,1
"Still regressing. The discovery articles are trash, again. Still can't swipe away, now get suggestions that sometimes a year old, and now there's not even a more option at the bottom or anyway to refresh them. Thanks dumbasses",1,0
💯,5,0
So good,5,1
Day by day get worst worst worst,1,0
Can't update,1,2
